"","lat","long","gps_precision","lga","zone","state","id","name","sector"
"195",6.75823867321014,8.08522403240204,4,"Ado","north_central","BENUE","207058","Lgea Pri. Sch.Ogbafiya Ijigban","education"
"196",5.91500580310822,7.78829276561737,4,"Afikpo South","southeast","EBONYI","411017","Igboro Pri Sch Ndima Edda","education"
"197",5.83772599697113,7.86070704460144,4,"Afikpo South","southeast","EBONYI","411017","Chinedu Foundation Schools","education"
"198",5.82631587982178,7.84127712249756,3,"Afikpo South","southeast","EBONYI","411017","Ekwueme Nur/Pry Sch, Amigbo","education"
"199",5.77926993370056,7.82043099403381,4,"Afikpo South","southeast","EBONYI","411017","Amaiyi Ekeje Pry Sch","education"
"200",5.78775107860565,7.87463843822479,4,"Afikpo South","southeast","EBONYI","411017","Ebunwana Community Primary School","education"
"201",5.75185239315033,7.84383594989777,4,"Afikpo South","southeast","EBONYI","411017","Eloli Community Primary School","education"
"202",5.75114965438843,7.85634577274323,4,"Afikpo South","southeast","EBONYI","411017","Emekwe Primary School","education"
"203",5.81250250339508,7.85224735736847,4,"Afikpo South","southeast","EBONYI","411017","Equity Schools","education"
"204",5.76384723186493,7.84821331501007,4,"Afikpo South","southeast","EBONYI","411017","Isiama-Ise Prim School","education"
"205",5.75192213058472,7.85666763782501,4,"Afikpo South","southeast","EBONYI","411017","Comrehensive Secondery School Libolo Edda","education"
"206",5.78106164932251,7.87299156188965,4,"Afikpo South","southeast","EBONYI","411017","Edda Central School 2","education"
"207",5.76443731784821,7.84878194332123,4,"Afikpo South","southeast","EBONYI","411017","Umunna Comprehensive Secondery School","education"
"208",5.83880424499512,7.87325978279114,4,"Afikpo South","southeast","EBONYI","411017","Asaga Pry Sch","education"
"209",5.86749315261841,7.80005693435669,4,"Afikpo South","southeast","EBONYI","411017","Amaechi Pri School","education"
"210",5.91622889041901,7.79841542243958,4,"Afikpo South","southeast","EBONYI","411017","Comm Pri Sch Ogriri","education"
"211",5.83954989910126,7.859907746315,4,"Afikpo South","southeast","EBONYI","411017","Amangwu Cps I","education"
"212",5.8218902349472,7.85997211933136,4,"Afikpo South","southeast","EBONYI","411017","Govt Sec Sch, Owutu","education"
"213",5.79673647880554,7.83134758472443,4,"Afikpo South","southeast","EBONYI","411017","Amaigbo C.P.S.","education"
"214",5.75050592422485,7.84483373165131,4,"Afikpo South","southeast","EBONYI","411017","Egbebu Central School","education"
"215",5.75098872184753,7.84498929977417,4,"Afikpo South","southeast","EBONYI","411017","Ibuo Primary School","education"
"216",5.84007024765015,7.86217153072357,4,"Afikpo South","southeast","EBONYI","411017","Trust In God Nur/Pry Sch","education"
"217",5.82392871379852,7.85708069801331,4,"Afikpo South","southeast","EBONYI","411017","Moa International Academy","education"
"218",5.76021552085876,7.81561374664307,4,"Afikpo South","southeast","EBONYI","411017","Ezechi Pry Sch","education"
"219",5.87447762489319,7.8171318769455,4,"Afikpo South","southeast","EBONYI","411017","Tetmi Primary School","education"
"220",5.86927950382233,7.81205177307129,4,"Afikpo South","southeast","EBONYI","411017","Children Divine Destiny Nursery And Primary","education"
"221",5.80727756023407,7.83394396305084,4,"Afikpo South","southeast","EBONYI","411017","Oriental Pry Sch Ii","education"
"222",5.81206798553467,7.84717261791229,4,"Afikpo South","southeast","EBONYI","411017","Ejikewu Pry Sch","education"
"223",5.78035354614258,7.82001793384552,4,"Afikpo South","southeast","EBONYI","411017","Amaiyi Comprehensive College","education"
"224",5.81103801727295,7.8472638130188,4,"Afikpo South","southeast","EBONYI","411017","St Paul P.C.N. Nur/Pry Sch","education"
"225",5.8701753616333,7.81065702438354,3,"Afikpo South","southeast","EBONYI","411017","Oso Comprehensive Junior Secondary School","education"
"226",5.74871420860291,7.83616483211517,4,"Afikpo South","southeast","EBONYI","411017","Igboeze Town School","education"
"227",5.75636923313141,7.84610509872437,4,"Afikpo South","southeast","EBONYI","411017","Queens Model Academy","education"
"228",5.78131914138794,7.87275016307831,4,"Afikpo South","southeast","EBONYI","411017","Edda Central School 1","education"
"229",5.77379822731018,7.8371787071228,4,"Afikpo South","southeast","EBONYI","411017","Ekula Prim School","education"
"230",5.81768989562988,7.85606682300568,4,"Afikpo South","southeast","EBONYI","411017","Owutu Central Sch","education"
"231",5.82981884479523,7.84905552864075,4,"Afikpo South","southeast","EBONYI","411017","Umunnato C.P.S., Owutu","education"
"232",5.86471438407898,7.87329196929932,4,"Afikpo South","southeast","EBONYI","411017","Okpuma Pry Sch","education"
"233",5.86915075778961,7.79611945152283,4,"Afikpo South","southeast","EBONYI","411017","Technical Secondary School Oso","education"
"234",5.80908000469208,7.83241510391235,4,"Afikpo South","southeast","EBONYI","411017","Etiti-Edda Technical J S.S.","education"
"235",5.86745023727417,7.81793117523193,3,"Afikpo South","southeast","EBONYI","411017","Convenant Child Primary School","education"
"236",5.92170059680939,7.81108617782593,4,"Afikpo South","southeast","EBONYI","411017","Okporojo Primary School","education"
"237",5.80046474933624,7.86566376686096,4,"Afikpo South","southeast","EBONYI","411017","Igbara Primary School","education"
"238",5.75495839118958,7.84608364105225,4,"Afikpo South","southeast","EBONYI","411017","Girls High School Ekoli","education"
"239",5.85381388664246,7.79842615127563,4,"Afikpo South","southeast","EBONYI","411017","Amaosonte Pri School Oso Edda","education"
"240",5.78940868377686,7.82454550266266,4,"Afikpo South","southeast","EBONYI","411017","Comm Sec Sch Ekeje Edda","education"
"241",5.80031991004944,7.85468280315399,3,"Afikpo South","southeast","EBONYI","411017","Umunnabuoike Primary School Itim Edda","education"
"242",5.74860155582428,7.85282135009766,4,"Afikpo South","southeast","EBONYI","411017","Isiali Primary School","education"
"243",5.75433075428009,7.81571567058563,4,"Afikpo South","southeast","EBONYI","411017","Ebiri Comm Pry Sch, Nguzu Edda","education"
